,Name,Age,Country,Role,Matches,Experience ( in Yrs),Runs,Strike_Rate,Wickets,Economy,Average,Team_Preference,Auction_Price_Simulated ( in Cr )
3229,Rohan Sharma,38,Sri Lanka,Bowler,409,14,3309,149.8,185,5.39,47.32,GT,11.75
3230,Manoj Chopra,18,India,Wicketkeeper,23,1,4143,140.3,0,0.0,41.24,PBKS,8.57
3231,Amit Naidu,33,India,Bowler,57,3,2054,133.3,817,6.38,42.01,RR,13.06
3232,Irfan Shetty,21,India,Allrounder,22,1,2670,154.2,322,6.94,45.63,RCB,9.65
3233,Arjun Iyer,22,India,Bowler,47,2,1137,147.3,562,6.95,27.55,SRH,14.06
3234,Ankit Mehta,28,Australia,Bowler,47,3,5,124.0,359,4.32,37.99,PBKS,8.02
3235,Karthik Mehta,20,India,Allrounder,26,1,8790,121.6,440,7.9,39.98,MI,12.96
3236,Sameer Yadav,21,India,Batter,65,3,6182,97.3,10,7.84,41.53,DC,10.37
3237,Sandeep Shetty,42,India,Bowler,436,15,31,104.5,890,7.15,40.8,GT,18.8
3238,Pranav Deshmukh,31,Sri Lanka,Batter,146,5,3670,104.9,14,8.08,24.32,DC,7.2
3239,Sandeep Khan,34,India,Batter,228,8,4192,118.6,0,9.43,27.96,GT,11.47
3240,Sameer Malik,27,India,Allrounder,39,2,2132,135.1,353,5.6,41.33,DC,11.45
3241,Sameer Kulkarni,28,Australia,Batter,75,3,12104,100.3,13,8.25,51.27,SRH,15.87
3242,Arjun Sharma,32,India,Bowler,140,5,2761,113.8,648,5.48,36.18,RCB,12.95
3243,Manoj Yadav,37,Sri Lanka,Batter,236,8,12162,146.8,0,7.37,52.52,DC,17.35
3244,Arjun Mehta,39,India,Wicketkeeper,132,8,6135,113.2,0,0.0,50.24,MI,11.24
3245,Rohan Khan,39,South Africa,Wicketkeeper,594,20,2725,141.9,0,0.0,52.58,KKR,16.33
3246,Ankit Khan,28,England,Allrounder,165,6,6187,129.6,196,5.86,29.61,LSG,12.13
3247,Sandeep Mehta,40,South Africa,Allrounder,28,1,6140,95.3,366,7.88,39.77,CSK,8.11
3248,Sameer Iyer,19,West Indies,Allrounder,28,1,1621,114.4,233,6.19,42.57,GT,7.91
3249,Ankit Reddy,20,India,Wicketkeeper,22,1,9911,146.1,0,0.0,41.32,LSG,10.28
3250,Karthik Khan,42,India,Allrounder,237,9,4107,110.9,113,7.99,38.18,CSK,11.79
3251,Sameer Yadav,32,West Indies,Batter,113,7,7896,95.7,1,7.58,39.49,RR,10.13
3252,Pranav Sharma,22,Australia,Bowler,57,3,1961,130.5,820,6.51,45.77,GT,14.77
3253,Pranav Mehta,30,Australia,Bowler,218,10,1234,99.0,550,6.17,24.08,RR,14.48
3254,Ankit Shetty,42,West Indies,Bowler,312,16,2766,111.5,268,6.27,22.79,CSK,11.36
3255,Sameer Verma,25,India,Bowler,128,6,2098,128.3,84,5.63,31.51,RCB,8.34
3256,Rahul Naidu,42,Australia,Allrounder,33,2,7399,133.6,209,7.52,31.65,RCB,8.09
3257,Nikhil Patel,28,West Indies,Wicketkeeper,81,4,7666,140.3,0,0.0,42.7,DC,10.32
3258,Manoj Iyer,32,South Africa,Batter,76,5,5656,128.2,8,8.23,20.4,LSG,9.56
3259,Amit Yadav,23,India,Wicketkeeper,87,3,4865,136.8,0,0.0,33.16,KKR,11.87
3260,Ankit Iyer,37,India,Allrounder,247,11,6743,144.1,315,8.3,40.57,KKR,14.6
3261,Amit Verma,22,India,Bowler,98,4,1782,107.2,481,4.96,31.91,CSK,12.44
3262,Karthik Iyer,23,Sri Lanka,Batter,112,5,5571,112.8,4,7.67,38.02,MI,7.59
3263,Rahul Reddy,22,West Indies,Allrounder,20,1,8915,153.7,101,5.58,23.78,LSG,11.38
3264,Nikhil Iyer,29,South Africa,Bowler,319,11,859,149.8,566,7.54,38.39,RR,15.08
3265,Sandeep Malik,18,India,Bowler,21,1,496,121.2,316,6.75,42.05,DC,10.51
3266,Rohan Chopra,36,India,Batter,113,6,5477,113.1,1,7.19,40.24,DC,9.05
3267,Rahul Mehta,31,India,Batter,36,2,9122,129.8,7,7.74,30.03,KKR,11.03
3268,Rahul Mehta,33,India,Wicketkeeper,164,10,2855,117.0,0,0.0,22.94,CSK,9.78
3269,Manoj Patel,23,India,Allrounder,98,5,8395,110.2,214,5.18,22.6,RR,13.14
3270,Aditya Naidu,30,West Indies,Allrounder,274,12,4399,143.8,347,5.36,21.36,MI,13.72
3271,Nikhil Mehta,27,India,Wicketkeeper,15,1,7180,134.5,0,0.0,29.54,RCB,9.39
3272,Sandeep Deshmukh,42,India,Bowler,278,12,2666,124.1,722,7.31,30.7,KKR,17.61
3273,Rohan Singh,32,Australia,Batter,176,8,7717,117.9,7,7.81,39.75,RR,12.17
3274,Nikhil Verma,32,India,Batter,18,1,4315,154.8,14,6.4,34.89,DC,8.46
3275,Aditya Reddy,33,India,Wicketkeeper,149,7,5396,115.9,0,0.0,44.86,DC,12.94
3276,Rahul Iyer,39,India,Wicketkeeper,381,16,3917,116.8,0,0.0,49.16,CSK,15.18
3277,Karthik Chopra,40,South Africa,Allrounder,352,21,8030,138.2,409,6.59,23.76,CSK,16.72
3278,Sandeep Yadav,37,India,Bowler,42,2,1959,139.1,721,7.22,27.41,MI,13.42
3279,Manoj Kulkarni,35,South Africa,Batter,277,15,8493,114.0,7,6.51,54.16,LSG,14.74
3280,Pranav Naidu,22,West Indies,Bowler,41,2,2399,122.4,239,4.98,21.05,MI,6.29
3281,Irfan Kulkarni,20,Australia,Wicketkeeper,26,1,9284,118.8,0,0.0,40.0,GT,9.8
3282,Rahul Verma,25,Australia,Batter,72,4,3353,126.0,1,9.34,48.67,RCB,5.33
3283,Irfan Singh,18,West Indies,Wicketkeeper,19,1,6486,127.8,0,0.0,21.43,KKR,8.6
3284,Sandeep Verma,40,England,Bowler,83,3,2698,129.5,721,5.2,53.27,RR,11.62
3285,Nikhil Yadav,34,Sri Lanka,Wicketkeeper,388,13,11271,146.5,0,0.0,27.99,RCB,18.28
3286,Karthik Kulkarni,40,India,Batter,262,9,9762,107.1,10,6.77,52.29,GT,14.29
3287,Sameer Yadav,36,India,Allrounder,47,3,2272,141.5,90,7.98,33.75,GT,8.33
3288,Irfan Reddy,42,India,Batter,244,9,9437,122.9,9,7.77,28.87,DC,12.85
3289,Irfan Shetty,23,England,Wicketkeeper,64,4,4867,125.3,0,0.0,21.07,KKR,7.34
3290,Ankit Singh,33,India,Allrounder,76,3,8335,148.2,227,5.46,46.31,KKR,15.22
3291,Sameer Shetty,39,Sri Lanka,Allrounder,300,13,3631,126.0,310,6.48,32.95,RR,9.87
3292,Nikhil Reddy,32,India,Allrounder,206,9,8169,142.1,450,7.59,46.71,RCB,17.9
3293,Irfan Patel,36,Australia,Allrounder,254,10,6623,107.3,110,7.53,31.83,CSK,11.46
3294,Nikhil Iyer,28,South Africa,Wicketkeeper,25,1,8776,123.2,0,0.0,31.58,PBKS,8.29
3295,Sandeep Malik,35,South Africa,Batter,197,11,10328,114.8,13,8.64,24.84,CSK,11.07
3296,Nikhil Yadav,40,India,Bowler,397,16,1805,153.8,678,5.52,27.91,DC,20.0
3297,Pranav Khan,42,India,Allrounder,114,7,2573,121.0,334,7.14,22.49,SRH,9.52
3298,Irfan Shetty,21,India,Wicketkeeper,35,2,4914,124.3,0,0.0,44.58,DC,8.1
3299,Karthik Chopra,24,Australia,Wicketkeeper,67,3,10573,125.8,0,0.0,50.52,CSK,13.44
3300,Irfan Khan,41,England,Wicketkeeper,344,19,11015,112.3,0,0.0,23.02,RCB,15.15
3301,Amit Yadav,27,West Indies,Wicketkeeper,19,1,4033,151.2,0,0.0,33.24,KKR,7.02
3302,Harshit Yadav,27,Sri Lanka,Bowler,202,8,2994,142.5,239,6.19,31.35,KKR,9.86
3303,Ankit Patel,40,Sri Lanka,Allrounder,42,2,7774,103.1,413,7.51,30.2,RR,8.96
3304,Vikas Reddy,32,India,Wicketkeeper,28,1,5784,103.7,0,0.0,48.39,KKR,10.69
3305,Sandeep Khan,18,India,Batter,16,1,14797,138.0,9,6.78,53.02,RCB,16.95
3306,Manoj Malik,34,West Indies,Bowler,187,9,838,127.4,850,6.01,36.14,SRH,17.08
3307,Pranav Mehta,24,India,Wicketkeeper,120,4,10847,114.6,0,0.0,36.65,RR,13.68
3308,Karthik Deshmukh,23,India,Wicketkeeper,123,5,2642,131.2,0,0.0,54.51,MI,12.42
3309,Sameer Reddy,28,India,Allrounder,78,5,6106,146.7,229,8.28,51.12,PBKS,12.55
3310,Rahul Malik,31,India,Batter,108,5,13184,134.4,11,7.64,51.33,KKR,14.84
3311,Ankit Sharma,42,India,Bowler,51,3,3681,152.7,419,5.49,34.55,CSK,11.31
3312,Karthik Singh,27,India,Batter,174,7,3799,137.6,6,8.1,53.27,GT,14.35
3313,Rohan Kulkarni,34,India,Allrounder,39,2,2003,139.8,179,5.86,38.23,MI,8.56
3314,Manoj Reddy,25,England,Allrounder,17,1,7128,141.6,149,5.94,39.33,GT,9.46
3315,Rohan Chopra,28,Sri Lanka,Batter,79,4,10505,114.4,10,8.31,36.84,KKR,11.96
3316,Vikas Sharma,29,India,Batter,161,9,9607,119.3,10,8.16,26.94,PBKS,13.33
3317,Rahul Naidu,30,West Indies,Wicketkeeper,108,5,3091,152.7,0,0.0,37.9,LSG,8.03
3318,Sameer Naidu,20,South Africa,Bowler,21,1,1981,119.7,798,6.79,32.43,MI,14.07
3319,Rahul Singh,21,South Africa,Batter,43,2,11476,119.6,13,7.43,39.05,GT,14.18
3320,Irfan Malik,21,Sri Lanka,Wicketkeeper,26,1,11988,127.6,0,0.0,37.4,RR,11.72
3321,Pranav Yadav,41,South Africa,Bowler,378,23,1951,124.8,122,4.51,25.92,RCB,10.55
3322,Ankit Chopra,41,England,Batter,213,11,7187,151.0,11,6.44,41.17,KKR,10.79
3323,Nikhil Singh,38,England,Batter,495,18,14560,119.1,4,8.31,51.81,RR,20.0
3324,Ankit Yadav,35,West Indies,Bowler,221,12,1156,141.2,243,6.42,32.9,KKR,11.01
3325,Rahul Naidu,30,England,Bowler,176,7,177,144.2,148,7.65,49.89,LSG,7.81
3326,Sameer Reddy,39,West Indies,Allrounder,289,11,6454,111.3,484,5.6,30.0,RR,14.6
3327,Amit Iyer,24,England,Bowler,21,1,645,146.3,553,5.03,21.12,GT,10.15
3328,Manoj Mehta,23,India,Wicketkeeper,76,4,7688,99.6,0,0.0,29.59,GT,8.87
3329,Sandeep Singh,20,West Indies,Batter,41,2,7912,108.9,13,6.7,47.93,RCB,10.23
3330,Harshit Chopra,21,India,Batter,15,1,11768,95.3,15,7.97,35.03,LSG,12.47
3331,Harshit Malik,22,West Indies,Wicketkeeper,20,1,10426,119.5,0,0.0,23.99,KKR,7.89
3332,Sameer Deshmukh,33,India,Wicketkeeper,232,8,10712,135.6,0,0.0,44.57,MI,17.73
3333,Sandeep Deshmukh,27,West Indies,Allrounder,69,3,3125,138.7,40,7.52,20.0,LSG,8.11
3334,Amit Naidu,42,India,Batter,337,20,3787,143.9,4,9.34,51.64,MI,16.03
3335,Vikas Verma,40,Sri Lanka,Bowler,190,9,3639,151.0,774,4.06,48.34,SRH,15.05
3336,Irfan Malik,19,Sri Lanka,Wicketkeeper,18,1,9499,145.2,0,0.0,23.27,LSG,8.3
3337,Rahul Reddy,21,South Africa,Wicketkeeper,67,3,9033,139.3,0,0.0,53.6,DC,11.51
3338,Rohan Sharma,30,South Africa,Wicketkeeper,187,8,6342,135.7,0,0.0,39.97,PBKS,12.2
3339,Amit Sharma,24,England,Allrounder,54,3,2822,121.6,461,8.31,40.98,PBKS,12.16
3340,Pranav Deshmukh,27,India,Wicketkeeper,74,3,5781,123.6,0,0.0,52.65,DC,12.0
3341,Irfan Patel,40,India,Bowler,123,6,998,125.1,718,4.29,44.04,PBKS,15.53
3342,Amit Singh,40,Sri Lanka,Wicketkeeper,22,1,9403,142.5,0,0.0,40.41,SRH,9.19
3343,Karthik Shetty,19,India,Allrounder,17,1,8937,151.5,208,8.18,22.25,PBKS,12.54
3344,Rahul Reddy,19,South Africa,Batter,15,1,3503,96.4,1,7.41,31.53,RCB,3.61
3345,Arjun Mehta,22,Australia,Allrounder,114,4,5339,149.6,212,6.88,49.63,KKR,13.03
3346,Vikas Singh,37,West Indies,Bowler,353,15,2923,100.6,291,4.48,40.62,SRH,12.42
3347,Nikhil Iyer,29,Australia,Batter,193,8,9601,111.0,15,7.86,51.48,MI,15.01
3348,Manoj Yadav,36,South Africa,Allrounder,85,3,4673,119.2,476,8.25,51.16,GT,11.92
3349,Amit Khan,27,India,Bowler,120,4,3890,139.2,586,5.46,36.66,KKR,14.17
3350,Manoj Singh,40,West Indies,Wicketkeeper,93,5,7585,102.4,0,0.0,52.48,RCB,9.11
3351,Rohan Malik,30,India,Allrounder,262,9,6987,139.1,105,6.59,32.85,PBKS,13.54
3352,Harshit Sharma,27,India,Batter,27,1,13880,101.0,1,6.07,37.37,RCB,14.05
3353,Harshit Sharma,20,India,Wicketkeeper,48,2,2894,136.4,0,0.0,31.72,DC,8.41
3354,Vikas Malik,35,Sri Lanka,Allrounder,194,11,4782,136.9,373,7.43,44.64,RCB,12.28
3355,Sameer Kulkarni,24,India,Batter,130,6,9894,149.9,6,7.72,37.12,KKR,14.27
3356,Harshit Sharma,30,India,Bowler,164,10,2958,107.0,118,5.71,30.77,MI,9.46
3357,Rahul Chopra,36,West Indies,Bowler,33,2,2978,133.0,83,4.16,28.7,LSG,3.28
3358,Sandeep Chopra,27,England,Batter,206,9,4056,141.2,10,7.06,31.45,KKR,10.82
3359,Nikhil Deshmukh,35,India,Batter,123,6,14571,105.1,7,6.85,47.12,KKR,14.6
3360,Manoj Patel,38,South Africa,Wicketkeeper,325,15,5291,102.8,0,0.0,35.88,KKR,10.01
3361,Sandeep Iyer,35,West Indies,Batter,17,1,8714,136.2,9,7.77,42.16,RR,8.13
3362,Harshit Naidu,42,England,Allrounder,408,15,3304,97.7,77,7.84,30.38,CSK,8.89
3363,Pranav Chopra,20,India,Allrounder,15,1,8561,103.8,353,5.98,30.12,KKR,10.14
3364,Nikhil Naidu,31,West Indies,Bowler,157,8,571,126.3,176,5.18,43.23,PBKS,7.7
3365,Sandeep Kulkarni,35,India,Allrounder,90,4,4843,138.2,415,6.33,31.77,RR,15.16
3366,Harshit Deshmukh,29,South Africa,Batter,289,11,9998,127.5,15,7.02,20.83,MI,13.2
3367,Karthik Reddy,40,West Indies,Wicketkeeper,94,4,6051,99.8,0,0.0,34.63,RCB,8.11
3368,Arjun Chopra,31,India,Wicketkeeper,65,4,8996,151.6,0,0.0,45.25,DC,13.96
3369,Karthik Khan,42,India,Bowler,618,21,650,145.8,268,4.33,45.63,RR,17.29
3370,Karthik Chopra,31,India,Wicketkeeper,177,7,5690,131.7,0,0.0,48.71,GT,12.52
3371,Rahul Reddy,32,India,Wicketkeeper,212,11,11516,119.2,0,0.0,27.75,DC,13.7
3372,Karthik Verma,38,India,Batter,462,20,12266,127.9,3,7.79,38.84,PBKS,20.0
3373,Nikhil Naidu,22,Sri Lanka,Allrounder,54,3,5053,151.9,205,6.98,51.58,LSG,12.45
3374,Rohan Sharma,37,India,Wicketkeeper,473,16,11626,147.5,0,0.0,48.05,GT,18.02
3375,Ankit Sharma,29,Australia,Batter,166,9,10222,100.9,3,9.3,29.28,MI,10.5
3376,Karthik Chopra,42,India,Allrounder,341,13,2073,145.8,461,6.73,37.68,PBKS,15.22
3377,Ankit Shetty,22,West Indies,Wicketkeeper,79,3,9731,139.9,0,0.0,24.86,MI,9.82
3378,Arjun Reddy,20,India,Allrounder,26,1,7839,138.9,62,5.88,25.77,CSK,10.87
3379,Rohan Mehta,18,West Indies,Allrounder,29,1,6097,110.9,467,6.23,32.25,RCB,9.6
3380,Amit Kulkarni,33,India,Wicketkeeper,108,6,5714,137.5,0,0.0,32.87,KKR,13.79
3381,Aditya Khan,18,England,Batter,15,1,4045,101.0,12,7.94,48.18,RCB,7.47
3382,Rohan Iyer,38,India,Wicketkeeper,42,2,8146,117.2,0,0.0,42.7,PBKS,11.03
3383,Vikas Malik,22,South Africa,Bowler,49,2,863,107.6,201,6.76,50.96,KKR,7.29
3384,Manoj Iyer,38,India,Batter,525,18,13468,120.7,6,8.16,26.38,CSK,20.0
3385,Harshit Iyer,18,South Africa,Allrounder,19,1,3626,140.3,399,8.3,27.28,RR,8.26
3386,Vikas Naidu,36,India,Allrounder,403,15,8127,143.6,207,6.18,44.35,SRH,16.46
3387,Harshit Kulkarni,33,Australia,Batter,325,15,13868,121.5,11,8.68,45.08,SRH,17.73
3388,Rohan Sharma,31,West Indies,Wicketkeeper,291,11,5912,118.2,0,0.0,27.39,RR,12.54
3389,Rohan Singh,29,Australia,Allrounder,249,11,7435,153.6,73,7.21,30.87,KKR,12.92
3390,Sameer Chopra,26,South Africa,Wicketkeeper,150,7,10923,122.7,0,0.0,43.59,GT,11.38
3391,Arjun Yadav,24,West Indies,Allrounder,119,6,6917,145.6,220,6.9,46.66,SRH,10.95
3392,Pranav Iyer,38,Sri Lanka,Wicketkeeper,380,18,9613,98.5,0,0.0,54.94,RR,15.26
3393,Vikas Iyer,30,Sri Lanka,Allrounder,135,5,4489,146.8,308,7.63,42.79,CSK,11.44
3394,Vikas Iyer,33,West Indies,Allrounder,21,1,6881,101.7,464,8.0,32.17,RR,12.57
3395,Vikas Malik,38,England,Allrounder,143,9,4416,107.1,52,8.07,22.74,RR,6.39
3396,Ankit Shetty,42,England,Allrounder,376,24,6381,145.1,129,7.76,25.69,CSK,14.91
3397,Karthik Iyer,35,India,Wicketkeeper,252,9,5728,146.3,0,0.0,44.04,CSK,15.48
3398,Nikhil Sharma,26,Sri Lanka,Bowler,59,3,3746,144.8,836,5.98,34.67,LSG,17.61
3399,Irfan Mehta,33,Australia,Bowler,387,15,3229,112.1,433,4.74,37.68,DC,14.51
3400,Vikas Chopra,39,India,Batter,530,21,5256,143.3,10,7.86,47.7,CSK,17.91
3401,Ankit Sharma,35,India,Batter,256,12,8627,141.8,0,8.03,26.71,RCB,15.32
3402,Rohan Yadav,39,India,Batter,98,6,5281,147.4,14,6.18,22.64,DC,10.45
3403,Irfan Yadav,37,England,Bowler,183,9,322,136.7,896,4.94,34.33,LSG,17.19
3404,Sandeep Yadav,41,India,Batter,77,4,5733,112.9,12,9.07,20.42,DC,8.81
3405,Irfan Verma,29,West Indies,Wicketkeeper,72,3,8730,113.0,0,0.0,40.23,RCB,7.35
3406,Aditya Sharma,23,England,Batter,76,3,6660,127.1,6,7.32,50.68,GT,10.77
3407,Rohan Singh,35,Australia,Allrounder,341,12,7698,111.0,260,8.19,36.17,MI,13.87
3408,Ankit Patel,19,Sri Lanka,Bowler,24,1,1409,151.9,446,6.09,54.95,MI,8.86
3409,Aditya Sharma,28,India,Wicketkeeper,90,4,5555,109.1,0,0.0,45.44,RR,12.98
3410,Karthik Yadav,35,Sri Lanka,Wicketkeeper,76,4,8812,117.7,0,0.0,20.28,KKR,8.69
3411,Pranav Singh,21,England,Batter,28,1,14782,122.6,5,6.03,37.09,LSG,12.7
3412,Sameer Patel,42,South Africa,Allrounder,217,14,5708,136.2,171,5.08,30.29,RCB,14.69
3413,Manoj Iyer,34,India,Wicketkeeper,87,4,11855,128.6,0,0.0,30.53,CSK,12.57
3414,Vikas Sharma,25,England,Wicketkeeper,17,1,9640,105.0,0,0.0,34.25,KKR,8.75
3415,Rohan Singh,41,England,Batter,424,16,13085,127.1,4,6.81,26.96,CSK,17.03
3416,Vikas Kulkarni,22,India,Wicketkeeper,120,4,6027,125.5,0,0.0,25.51,MI,11.42
3417,Rohan Chopra,26,India,Batter,102,4,7780,140.2,4,8.35,23.86,DC,11.96
3418,Nikhil Malik,19,South Africa,Allrounder,24,1,4500,99.3,63,6.64,40.94,KKR,5.31
3419,Harshit Deshmukh,39,India,Bowler,106,5,1045,126.7,215,5.0,38.11,KKR,8.53
3420,Karthik Reddy,33,India,Allrounder,167,6,6494,127.9,72,8.24,40.4,LSG,10.78
3421,Rohan Mehta,21,Australia,Allrounder,85,3,3619,151.9,139,6.41,47.2,CSK,9.49
3422,Vikas Reddy,20,England,Allrounder,22,1,8998,145.7,447,6.0,35.13,PBKS,12.93
3423,Pranav Mehta,20,Sri Lanka,Bowler,18,1,2777,144.4,737,7.15,26.61,LSG,12.46
3424,Manoj Iyer,21,India,Batter,60,2,14028,112.4,14,8.45,30.41,PBKS,11.59
3425,Sameer Shetty,37,India,Wicketkeeper,132,5,6000,112.8,0,0.0,45.39,DC,12.18
3426,Irfan Reddy,23,India,Batter,81,5,14979,95.1,15,6.8,45.03,RCB,15.41
3427,Sandeep Patel,25,West Indies,Bowler,136,7,1626,101.3,660,4.65,28.31,PBKS,15.79
3428,Vikas Kulkarni,20,South Africa,Wicketkeeper,54,2,10430,117.8,0,0.0,36.66,LSG,11.13
3429,Sandeep Mehta,21,Sri Lanka,Allrounder,30,1,1508,153.2,266,5.16,45.06,GT,10.61
3430,Irfan Mehta,38,India,Allrounder,245,10,8572,114.1,140,6.13,35.7,PBKS,14.42
3431,Ankit Sharma,19,India,Allrounder,15,1,2572,103.8,437,7.19,26.61,CSK,11.3
3432,Arjun Naidu,38,India,Bowler,249,13,3050,110.4,397,7.27,33.31,GT,13.34
3433,Sandeep Mehta,38,West Indies,Batter,282,12,10415,134.8,12,9.05,31.96,DC,14.22
3434,Rohan Sharma,19,India,Batter,23,1,9686,96.2,14,8.39,45.75,PBKS,13.36
3435,Pranav Patel,39,India,Allrounder,241,12,7961,143.8,257,6.7,53.41,GT,16.77
3436,Amit Patel,35,West Indies,Batter,322,17,10313,149.6,5,9.24,37.93,KKR,17.02
3437,Rahul Yadav,20,Australia,Allrounder,27,1,1992,122.9,91,6.26,44.15,KKR,5.5
3438,Sandeep Sharma,35,India,Bowler,287,10,2693,107.4,640,7.36,52.14,MI,14.33
3439,Sandeep Sharma,23,India,Bowler,88,3,2995,153.7,158,7.1,50.81,GT,8.16
3440,Arjun Patel,42,India,Wicketkeeper,542,22,2648,111.8,0,0.0,23.71,RR,14.09
3441,Pranav Deshmukh,25,India,Batter,123,5,12834,112.5,0,6.39,41.5,LSG,14.14
3442,Pranav Naidu,32,Sri Lanka,Allrounder,227,12,1878,149.0,61,7.82,41.83,RR,10.59
3443,Rahul Verma,18,India,Bowler,30,1,3740,106.2,89,4.02,23.49,MI,8.88
3444,Vikas Verma,32,England,Wicketkeeper,57,2,2951,116.8,0,0.0,37.55,GT,7.67
3445,Rahul Iyer,38,Sri Lanka,Allrounder,273,18,5834,115.9,230,5.15,26.27,KKR,12.05
3446,Nikhil Verma,20,England,Batter,23,1,8953,122.9,13,8.26,37.34,SRH,9.37
3447,Nikhil Reddy,37,England,Bowler,339,16,3369,152.4,197,5.63,27.52,DC,10.33
3448,Manoj Naidu,37,India,Wicketkeeper,146,6,9809,126.0,0,0.0,45.76,MI,13.24
3449,Aditya Shetty,41,West Indies,Batter,542,22,5316,150.7,13,7.95,33.23,GT,15.16
3450,Manoj Patel,25,South Africa,Allrounder,123,5,7859,100.3,265,6.62,41.31,RCB,10.82
3451,Ankit Singh,35,India,Batter,178,8,4612,104.6,6,7.01,39.06,LSG,8.65
3452,Aditya Verma,35,India,Wicketkeeper,326,17,6062,126.9,0,0.0,22.66,CSK,13.76
3453,Pranav Reddy,39,Australia,Allrounder,467,21,7950,132.4,240,7.44,26.62,MI,15.54
3454,Manoj Yadav,30,India,Wicketkeeper,63,3,4309,123.2,0,0.0,45.21,KKR,6.33
3455,Harshit Patel,20,India,Wicketkeeper,50,2,4175,126.8,0,0.0,33.84,SRH,11.24
3456,Arjun Yadav,29,South Africa,Allrounder,79,3,7538,131.6,255,6.13,52.87,MI,13.2
3457,Karthik Sharma,24,South Africa,Allrounder,80,4,4589,99.5,315,7.35,36.12,SRH,9.13
3458,Sameer Sharma,36,South Africa,Wicketkeeper,336,13,11654,148.4,0,0.0,23.31,KKR,15.92
3459,Amit Verma,42,India,Batter,182,8,14188,151.9,7,9.46,22.74,GT,15.07
3460,Aditya Malik,30,England,Bowler,327,12,3995,116.8,265,7.55,49.56,MI,13.01
3461,Pranav Kulkarni,41,Sri Lanka,Batter,82,5,9280,121.5,10,7.46,42.2,RCB,12.97
3462,Rahul Sharma,37,India,Allrounder,168,8,7585,97.0,391,7.71,40.76,SRH,13.82
3463,Arjun Naidu,22,India,Batter,20,1,7600,115.8,15,6.65,32.18,RCB,10.95
3464,Amit Patel,21,India,Bowler,73,3,2852,115.0,677,5.78,23.76,GT,14.19
3465,Irfan Malik,42,England,Batter,368,13,10343,97.0,8,6.51,36.46,LSG,12.26
3466,Nikhil Mehta,36,India,Allrounder,320,16,2820,101.9,484,8.34,53.12,LSG,14.93
3467,Rahul Patel,22,West Indies,Wicketkeeper,28,1,8000,139.0,0,0.0,42.31,SRH,10.2
3468,Arjun Mehta,31,India,Batter,91,6,10088,144.6,2,8.26,23.74,GT,12.79
3469,Manoj Malik,33,India,Allrounder,86,4,3139,136.8,464,6.77,40.54,KKR,12.47
3470,Ankit Malik,21,Sri Lanka,Wicketkeeper,20,1,9289,145.0,0,0.0,22.53,DC,9.82
3471,Nikhil Reddy,21,Sri Lanka,Allrounder,59,2,6092,127.0,299,7.42,33.27,KKR,9.83
3472,Arjun Malik,20,India,Bowler,27,1,2172,132.2,250,5.29,51.18,PBKS,8.65
3473,Harshit Yadav,40,Sri Lanka,Batter,32,2,9979,144.5,15,7.74,34.08,CSK,9.54
3474,Rahul Reddy,29,India,Bowler,86,4,3772,98.7,203,4.39,21.8,KKR,8.71
3475,Nikhil Malik,25,England,Wicketkeeper,23,1,11976,117.8,0,0.0,31.8,GT,9.54
3476,Aditya Mehta,19,India,Allrounder,30,1,7009,139.6,123,7.51,21.78,CSK,10.96
3477,Ankit Chopra,37,West Indies,Allrounder,237,12,4299,111.5,395,5.77,39.17,DC,10.6
3478,Sandeep Naidu,31,India,Batter,98,4,13356,103.0,4,6.51,53.03,SRH,16.4
3479,Rahul Naidu,22,India,Allrounder,83,3,7239,105.8,418,7.81,34.23,SRH,14.08
3480,Pranav Deshmukh,23,Sri Lanka,Batter,71,3,5940,142.5,3,7.24,37.86,SRH,9.08
3481,Manoj Shetty,40,India,Bowler,179,6,2220,139.3,484,4.49,33.89,CSK,10.47
3482,Ankit Verma,25,India,Allrounder,146,5,3561,117.5,202,5.92,37.42,MI,11.1
3483,Manoj Yadav,25,India,Allrounder,15,1,8829,109.5,435,6.2,33.95,CSK,12.86
3484,Arjun Kulkarni,33,India,Wicketkeeper,300,10,9522,96.2,0,0.0,47.04,DC,13.58
3485,Ankit Khan,40,West Indies,Allrounder,567,22,2610,97.6,362,5.6,42.88,PBKS,15.82
3486,Aditya Patel,26,Sri Lanka,Bowler,21,1,1346,143.8,746,6.94,37.27,LSG,14.34
3487,Manoj Chopra,42,India,Wicketkeeper,58,3,6035,107.3,0,0.0,45.8,MI,10.26
3488,Sameer Reddy,37,India,Bowler,362,16,2836,109.8,219,6.66,51.62,LSG,11.44
3489,Aditya Verma,21,India,Bowler,39,2,543,154.0,746,4.4,50.11,CSK,13.34
3490,Rahul Deshmukh,23,West Indies,Allrounder,58,2,7987,151.3,469,7.41,45.28,PBKS,12.5
3491,Manoj Kulkarni,41,India,Batter,213,8,6845,121.5,13,6.67,22.5,KKR,11.1
3492,Rahul Khan,28,India,Batter,114,5,7754,139.5,8,7.36,33.53,GT,13.16
3493,Sandeep Kulkarni,23,India,Allrounder,89,3,3789,130.7,165,6.16,50.53,CSK,10.41
3494,Aditya Mehta,42,Sri Lanka,Batter,285,12,8751,118.1,2,6.17,25.54,SRH,12.88
